1==1,[in position #4658->99]
993==993,[in position #4565->94]
994==994,[in position #2591->3]
995==995,[in position #3033->4]
996==996,[in position #1002->26]
997==997,[in position #3535->58]
998==998,[in position #3854->16]
999==999,[in position #3978->2588]
1000==1000,[in position #4585->574]
1001==1001,[in position #1131->6]
1002==1002,[in position #1112->116]
1003==1003,[in position #960->18]

ERROR->[1003]disambiguation cell : 3480
disambiguationContent : 354
final cell: 19606
final value:13273
13273 != 1004

1005==1005,[in position #1995->3]
1006==1006,[in position #4428->51]
1007==1007,[in position #1515->15]
1008==1008,[in position #2224->4]
1009==1009,[in position #4314->54]
1010==1010,[in position #1875->275]
1011==1011,[in position #2505->4]
1012==1012,[in position #4557->15]
1013==1013,[in position #1712->2]
1014==1014,[in position #1506->12]
1015==1015,[in position #231->51]
1016==1016,[in position #950->1]
1017==1017,[in position #2238->4]
1018==1018,[in position #668->98]
1019==1019,[in position #2484->10]
1020==1020,[in position #2823->13]
1021==1021,[in position #1473->176]
1022==1022,[in position #4330->9]
1023==1023,[in position #29->1]
1024==1024,[in position #567->122]
1025==1025,[in position #3791->4294963356]
1026==1026,[in position #4293->148]
1027==1027,[in position #3194->3]
1028==1028,[in position #4696->36]
1029==1029,[in position #164->22]
1030==1030,[in position #2716->55]
1031==1031,[in position #1814->2]
1032==1032,[in position #2937->7]
1033==1033,[in position #2134->1]
1034==1034,[in position #2574->138]
1035==1035,[in position #833->40]
1036==1036,[in position #743->10]
1037==1037,[in position #3773->101]
1038==1038,[in position #1716->2]
1039==1039,[in position #3033->4]
1040==1040,[in position #3691->5]
1041==1041,[in position #3553->68]
1042==1042,[in position #826->8]
1043==1043,[in position #2806->4]
1044==1044,[in position #1933->6]
1045==1045,[in position #4473->6]
1046==1046,[in position #1028->62]
1047==1047,[in position #3582->1]
1048==1048,[in position #2693->90]
1049==1049,[in position #2785->20]
1050==1050,[in position #399->10]
1051==1051,[in position #4571->76]
1052==1052,[in position #1703->7]
1053==1053,[in position #4243->69]
1054==1054,[in position #2591->3]
1055==1055,[in position #2082->437]
1056==1056,[in position #858->1]
1057==1057,[in position #1236->50]
1058==1058,[in position #843->5]
1059==1059,[in position #1753->1]
1060==1060,[in position #3680->1]
1061==1061,[in position #4026->1]
1062==1062,[in position #1536->4294954941]
1063==1063,[in position #4020->25]
1064==1064,[in position #2864->30]
1065==1065,[in position #2136->2]
1066==1066,[in position #3752->2114]
1067==1067,[in position #4099->1]
1068==1068,[in position #4258->26]
1069==1069,[in position #3037->8]
1070==1070,[in position #607->2]
1071==1071,[in position #3704->29]
1072==1072,[in position #810->3]
1073==1073,[in position #2871->2]
1074==1074,[in position #2781->25]
1075==1075,[in position #1090->34]
1076==1076,[in position #1847->6]
1077==1077,[in position #2657->61]
1078==1078,[in position #1001->826]
1079==1079,[in position #4045->33]
1080==1080,[in position #3089->57]
1081==1081,[in position #2706->396]
1082==1082,[in position #2017->6]
1083==1083,[in position #2330->59]
1084==1084,[in position #2831->62]
1085==1085,[in position #290->6]
1086==1086,[in position #3885->288]
1087==1087,[in position #3457->129]
1088==1088,[in position #78->1]
1089==1089,[in position #4385->264]
1090==1090,[in position #3070->431]
1091==1091,[in position #1336->2]
1092==1092,[in position #578->172]
1093==1093,[in position #2417->386]
1094==1094,[in position #1554->87]
1095==1095,[in position #3146->36]
1096==1096,[in position #891->1]
1097==1097,[in position #2835->21]
1098==1098,[in position #1483->316]
1099==1099,[in position #3689->30]
1100==1100,[in position #2375->1]
1101==1101,[in position #1983->44]
1102==1102,[in position #2223->14]
1103==1103,[in position #2068->60]
1104==1104,[in position #13->35]
1105==1105,[in position #2751->132]
1106==1106,[in position #2078->205]
1107==1107,[in position #4383->41]
1108==1108,[in position #1919->528]
1109==1109,[in position #2110->601]
1110==1110,[in position #245->1]

ERROR->[1110]disambiguation cell : 3446
disambiguationContent : 43
final cell: 1476
final value:1395
1395 != 1111

1112==1112,[in position #3626->3]
1113==1113,[in position #1703->7]
1114==1114,[in position #3744->5]
1115==1115,[in position #2636->1]
1116==1116,[in position #2101->112]
1117==1117,[in position #2446->1]
1118==1118,[in position #4415->2]
1119==1119,[in position #1365->4]
1120==1120,[in position #2543->4294958425]
1121==1121,[in position #3244->61]
1122==1122,[in position #706->1]
1123==1123,[in position #4430->1]
1124==1124,[in position #327->1]
1125==1125,[in position #703->40]
1126==1126,[in position #4365->13]
1127==1127,[in position #3948->851]
1128==1128,[in position #17->3]
1129==1129,[in position #4436->120]
1130==1130,[in position #4146->4294964438]
1131==1131,[in position #1310->312]
1132==1132,[in position #2972->1]
1133==1133,[in position #97->90]
1134==1134,[in position #1997->8]
1135==1135,[in position #254->2]
1136==1136,[in position #632->2]
1137==1137,[in position #1902->9]
1138==1138,[in position #2253->2]
1139==1139,[in position #3819->2]
1140==1140,[in position #919->17]
1141==1141,[in position #3604->156]
1142==1142,[in position #3300->950]
1143==1143,[in position #1630->2]
1144==1144,[in position #3654->550]
1145==1145,[in position #2481->23]
1146==1146,[in position #959->2]
1147==1147,[in position #4558->4294966015]
1148==1148,[in position #2615->491]
1149==1149,[in position #698->7]
1150==1150,[in position #615->1]
1151==1151,[in position #4388->559]
1152==1152,[in position #3745->24]
1153==1153,[in position #1619->16]
1154==1154,[in position #3960->4]
1155==1155,[in position #1465->2]
1156==1156,[in position #1587->1]
1157==1157,[in position #3489->13]
1158==1158,[in position #3590->32]
1159==1159,[in position #4364->1]
1160==1160,[in position #2936->30]
1161==1161,[in position #2679->26]
1162==1162,[in position #3585->3]
1163==1163,[in position #975->97]
1164==1164,[in position #998->1]
1165==1165,[in position #3174->25]
1166==1166,[in position #888->11]
1167==1167,[in position #2264->1]
1168==1168,[in position #4202->4294964772]
1169==1169,[in position #4099->1]
1170==1170,[in position #1166->137]
1171==1171,[in position #830->42]
1172==1172,[in position #2060->7]
1173==1173,[in position #955->1]
1174==1174,[in position #4008->15]
1175==1175,[in position #996->1]
1176==1176,[in position #3023->398]
1177==1177,[in position #3444->103]
1178==1178,[in position #2399->291]
1179==1179,[in position #4522->58]
1180==1180,[in position #1985->1]
1181==1181,[in position #4208->189]
1182==1182,[in position #1567->10]
1183==1183,[in position #961->1]
1184==1184,[in position #359->1]
1185==1185,[in position #3464->1640]
1186==1186,[in position #1240->4]
1187==1187,[in position #1301->2]
1188==1188,[in position #2479->1]
1189==1189,[in position #583->4]
1190==1190,[in position #1159->2]
1191==1191,[in position #1735->50]
1192==1192,[in position #1792->9]
1193==1193,[in position #2639->192]
1194==1194,[in position #735->1]
1195==1195,[in position #1682->9]
1196==1196,[in position #4509->16]
1197==1197,[in position #3767->667]
1198==1198,[in position #2780->63]
1199==1199,[in position #3054->810]
1200==1200,[in position #2059->1]
1201==1201,[in position #2675->61]
1202==1202,[in position #2813->24]
1203==1203,[in position #458->34]
1204==1204,[in position #797->117]
1205==1205,[in position #480->168]
1206==1206,[in position #31->4]
1207==1207,[in position #4313->4294965082]
1208==1208,[in position #2572->826]
1209==1209,[in position #835->23]
1210==1210,[in position #2458->5]
1211==1211,[in position #2952->10]
1212==1212,[in position #2071->11]
1213==1213,[in position #853->116]
1214==1214,[in position #3360->132]
1215==1215,[in position #1484->1]
1216==1216,[in position #2178->2]
1217==1217,[in position #108->19]
1218==1218,[in position #4084->2]
1219==1219,[in position #813->4]
1220==1220,[in position #3963->66]
1221==1221,[in position #4381->1]
1222==1222,[in position #2253->2]
1223==1223,[in position #706->1]
1224==1224,[in position #3629->49]
1225==1225,[in position #1173->2]
1226==1226,[in position #665->29]
1227==1227,[in position #1773->227]
1228==1228,[in position #1076->1]
1229==1229,[in position #4578->17]
1230==1230,[in position #4420->1]
1231==1231,[in position #42->10]
1232==1232,[in position #0->4]
1233==1233,[in position #2808->34]
1234==1234,[in position #3328->242]
1235==1235,[in position #1793->21]
1236==1236,[in position #1796->2]
1237==1237,[in position #3096->2]
1238==1238,[in position #3426->9]
1239==1239,[in position #3331->172]
1240==1240,[in position #2147->27]
1241==1241,[in position #744->4294950317]
1242==1242,[in position #2287->5]
1243==1243,[in position #3342->12]
1244==1244,[in position #2904->28]
1245==1245,[in position #2218->39]
1246==1246,[in position #3122->2]
1247==1247,[in position #15->49]
1248==1248,[in position #2713->593]
1249==1249,[in position #737->35]
1250==1250,[in position #3172->10]
1251==1251,[in position #4726->82]
1252==1252,[in position #3778->13]
1253==1253,[in position #4612->3859]
1254==1254,[in position #4364->1]
1255==1255,[in position #3432->434]
1256==1256,[in position #3164->552]
1257==1257,[in position #1407->19]
1258==1258,[in position #2819->3]
1259==1259,[in position #44->8]
1260==1260,[in position #2859->1]
1261==1261,[in position #4143->1213]
1262==1262,[in position #1937->47]
1263==1263,[in position #3084->385]
1264==1264,[in position #1603->17]
1265==1265,[in position #4310->2902]
1266==1266,[in position #4365->13]
1267==1267,[in position #3478->406]
1268==1268,[in position #3525->7]
1269==1269,[in position #3560->1]
1270==1270,[in position #4168->4294964618]
1271==1271,[in position #1094->7]
1272==1272,[in position #3300->950]
1273==1273,[in position #3573->148]
1274==1274,[in position #3017->10]
1275==1275,[in position #2256->12]
1276==1276,[in position #2698->1]
1277==1277,[in position #2473->152]
1278==1278,[in position #1498->28]
1279==1279,[in position #4025->20]
1280==1280,[in position #3993->272]
1281==1281,[in position #3366->70]
1282==1282,[in position #640->19]
1283==1283,[in position #2313->446]
1284==1284,[in position #1997->8]
1285==1285,[in position #2178->2]
1286==1286,[in position #4666->125]
1287==1287,[in position #2037->200]
1288==1288,[in position #1253->51]
1289==1289,[in position #3389->51]
1290==1290,[in position #4465->2]
1291==1291,[in position #2380->4]
1292==1292,[in position #3117->631]
1293==1293,[in position #3930->30]
1294==1294,[in position #4095->19]
1295==1295,[in position #1558->41]
1296==1296,[in position #3178->3]
1297==1297,[in position #710->1]
1298==1298,[in position #1751->1]
1299==1299,[in position #2034->7]
1300==1300,[in position #932->229]
1301==1301,[in position #1795->149]
1302==1302,[in position #1621->33]
1303==1303,[in position #1604->1]
1304==1304,[in position #3956->1941]
1305==1305,[in position #3167->151]
1306==1306,[in position #1053->3]
1307==1307,[in position #3461->8]
1308==1308,[in position #3052->491]
1309==1309,[in position #1701->5]
1310==1310,[in position #2281->101]
1311==1311,[in position #4276->612]
1312==1312,[in position #2158->3]
1313==1313,[in position #569->1]
1314==1314,[in position #1332->75]
1315==1315,[in position #3239->39]
1316==1316,[in position #4033->744]
1317==1317,[in position #891->1]
1318==1318,[in position #1701->5]
1319==1319,[in position #3318->4]
1320==1320,[in position #4351->1125]
1321==1321,[in position #3591->21]
1322==1322,[in position #2317->4]
1323==1323,[in position #1262->34]
1324==1324,[in position #1668->1]
1325==1325,[in position #2540->13]
1326==1326,[in position #4443->23]
1327==1327,[in position #2250->33]
1328==1328,[in position #2564->3]
1329==1329,[in position #4169->30]
1330==1330,[in position #3499->19]
1331==1331,[in position #2065->8]
1332==1332,[in position #4742->1]
1333==1333,[in position #705->229]
1334==1334,[in position #1200->5]
1335==1335,[in position #2416->7]
1336==1336,[in position #3472->399]
1337==1337,[in position #1583->14]
1338==1338,[in position #1629->13]
1339==1339,[in position #2550->2]
1340==1340,[in position #4064->5]
